,experimentVariant,hits
24504,Контрольная,24
24505,Контрольная,24
24506,Контрольная,24
24507,Контрольная,24
24508,Контрольная,24
24509,Контрольная,24
24510,Контрольная,24
24511,Контрольная,24
24512,Контрольная,24
24513,Контрольная,24
24514,Контрольная,24
24515,Контрольная,24
24516,Контрольная,24
24517,Контрольная,24
24518,Контрольная,24
24519,Контрольная,24
24520,Контрольная,24
24521,Контрольная,25
24522,Контрольная,25
24523,Контрольная,25
24524,Контрольная,25
24525,Контрольная,25
24526,Контрольная,25
24527,Контрольная,25
24528,Контрольная,25
24529,Контрольная,25
24530,Контрольная,25
24531,Контрольная,25
24532,Контрольная,25
24533,Контрольная,25
24534,Контрольная,25
24535,Контрольная,25
24536,Контрольная,25
24537,Контрольная,25
24538,Контрольная,25
24539,Контрольная,25
24540,Контрольная,25
24541,Контрольная,25
24542,Контрольная,25
24543,Контрольная,25
24544,Контрольная,25
24545,Контрольная,25
24546,Контрольная,25
24547,Контрольная,25
24548,Контрольная,25
24549,Контрольная,25
24550,Контрольная,25
24551,Контрольная,25
24552,Контрольная,25
24553,Контрольная,25
24554,Контрольная,25
24555,Контрольная,25
24556,Контрольная,25
24557,Контрольная,25
24558,Контрольная,25
24559,Контрольная,25
24560,Контрольная,25
24561,Контрольная,25
24562,Контрольная,25
24563,Контрольная,25
24564,Контрольная,25
24565,Контрольная,25
24566,Контрольная,25
24567,Контрольная,25
24568,Контрольная,25
24569,Контрольная,25
24570,Контрольная,25
24571,Контрольная,25
24572,Контрольная,25
24573,Контрольная,25
24574,Контрольная,25
24575,Контрольная,25
24576,Контрольная,25
24577,Контрольная,25
24578,Контрольная,25
24579,Контрольная,25
24580,Контрольная,25
24581,Контрольная,25
24582,Контрольная,25
24583,Контрольная,25
24584,Контрольная,25
24585,Контрольная,25
24586,Контрольная,25
24587,Контрольная,25
24588,Контрольная,25
24589,Контрольная,25
24590,Контрольная,25
24591,Контрольная,25
24592,Контрольная,25
24593,Контрольная,25
24594,Контрольная,25
24595,Контрольная,25
24596,Контрольная,25
24597,Контрольная,25
24598,Контрольная,25
24599,Контрольная,25
24600,Контрольная,25
24601,Контрольная,25
24602,Контрольная,25
24603,Контрольная,25
24604,Контрольная,25
24605,Контрольная,25
24606,Контрольная,25
24607,Контрольная,25
24608,Контрольная,25
24609,Контрольная,25
24610,Контрольная,25
24611,Контрольная,25
24612,Контрольная,25
24613,Контрольная,25
24614,Контрольная,25
24615,Контрольная,25
24616,Контрольная,25
24617,Контрольная,25
24618,Контрольная,25
24619,Контрольная,25
24620,Контрольная,25
24621,Контрольная,25
24622,Контрольная,25
24623,Контрольная,25
24624,Контрольная,25
24625,Контрольная,25
24626,Контрольная,25
24627,Контрольная,25
24628,Контрольная,25
24629,Контрольная,25
24630,Контрольная,25
24631,Контрольная,25
24632,Контрольная,25
24633,Контрольная,25
24634,Контрольная,25
24635,Контрольная,25
24636,Контрольная,25
24637,Контрольная,25
24638,Контрольная,25
24639,Контрольная,25
